t,ID_Tag,x,y,z
0,1,1.45325156904633,-0.0609090300044703,0.148127435847223
0.1,1,1.75639222678485,-0.109719841718305,0.362813108601057
0.2,1,1.91362083327717,-0.130309097566741,0.652982315792459
0.3,1,1.93247428458001,-0.135802364985491,0.982628075899471
0.4,1,1.85798811533566,-0.143733580456444,1.3477575017007
0.5,1,1.69870264620327,-0.116257038132451,1.74274828948908
0.6,1,1.45553759194426,-0.103395188796633,2.14500605784783
0.7,1,1.17939439916231,-0.0662315889826429,2.56589864428703
0.8,1,0.850432010863847,-0.0335430343371038,2.98801737540644
0.9,1,0.52750343854498,-0.00584890387593319,3.40336312756116
1,1,0.2165104192732,0.0149385468506899,3.79663040384115
1.1,1,-0.0639786171965202,0.0384736202483311,4.19861298477796
1.2,1,-0.311732301286054,0.0638600489292738,4.54465149799677
1.3,1,-0.488848876362434,0.0774968374970491,4.87360356911496
1.4,1,-0.559877662638331,0.0902292518277052,5.16308652778717
1.5,1,-0.546199765552091,0.103537605269842,5.41003837709495
1.6,1,-0.380482985388838,0.101805075167636,5.60633482785298
1.7,1,-0.0736745166744524,0.11340881295152,5.72685603551608
1.8,1,0.393766323726215,0.103979404646918,5.78829245068627
1.9,1,1.03502868319941,0.0956578740459004,5.76473989677609
2,1,1.82406864483103,0.086436221858397,5.65764847257982
2.1,1,2.71688105199646,0.0722045951404645,5.49422474088647
2.2,1,3.65146549008655,0.0531308576788044,5.28342737265707
2.3,1,4.61959502659403,0.0311124615217528,5.04826549721366
2.4,1,5.56445906591635,0.00537352142400904,4.82925040179876
2.5,1,6.45950678761417,0.00340790578007469,4.6405956392273
2.6,1,7.25901436062583,0.018110465024951,4.507230785602
2.7,1,7.94759108618178,0.045265562749454,4.43517209213344
2.8,1,8.46932911696584,0.109019711073102,4.46306298820885
2.9,1,8.82866327153282,0.18681198001059,4.58956957718785
3,1,9.01777312711869,0.305446448817821,4.79262284210127
3.1,1,9.04642749433467,0.440678401172033,5.05690382266311
3.2,1,8.94086214249266,0.590286688491139,5.33794458381792
3.3,1,8.76299341162966,0.766326160004933,5.62353228200395
3.4,1,8.52979718110414,0.966722111648193,5.88872372953923
3.5,1,8.27155558984875,1.16915716463033,6.12384144859708
3.6,1,8.01237817200219,1.37254498276003,6.29400022248892
3.7,1,7.82900157105314,1.59952791606481,6.40251003220979
3.8,1,7.74194206380978,1.84369696012791,6.40964084124494
3.9,1,7.74099155519739,2.08314563811118,6.33932280176046
4,1,7.80610105227017,2.3313334357137,6.2223295361946
4.1,1,7.92287441138806,2.56391256037884,6.04417078685598
4.2,1,8.05996984772522,2.79309410772182,5.84006770448201
4.3,1,8.20160732692111,2.99733085212417,5.60785706693786
4.4,1,8.31369939301078,3.20036398164816,5.395997136262
4.5,1,8.40749737162914,3.3666931672242,5.20164385111937
4.6,1,8.43275632389208,3.52915306651054,5.07073633087147
4.7,1,8.38388388256119,3.6636248790651,5.01218413125457
4.8,1,8.27227422637704,3.7730146574086,5.01725058238814
4.9,1,8.04705026993404,3.84652489759387,5.08706134771822
5,1,7.7694991235434,3.91818232925483,5.22967789178129
5.1,1,7.44983327348561,3.95497909510246,5.38885599700978
5.2,1,7.08894127434989,3.99623875213009,5.57624977830412
5.3,1,6.7199158216946,4.02589686942504,5.75307666580475
5.4,1,6.36062895820908,4.06970279077579,5.90840734082195
5.5,1,6.04752983838617,4.14572482626713,6.03844674154025
5.6,1,5.76154855527321,4.22884513611946,6.11225376286583
5.7,1,5.54766583339211,4.37625585007109,6.14046056181706
5.8,1,5.43592115475571,4.56572852225491,6.10494747218556
5.9,1,5.35342433187407,4.80378493472627,6.0022928102525
6,1,5.35093123993708,5.07039736948351,5.84527643100201
6.1,1,5.36004183484016,5.3610874314981,5.68613220676638
6.2,1,5.40746307065708,5.67364415927334,5.51536578892947
6.3,1,5.44769139604594,5.95942317186109,5.34554608194535
6.4,1,5.45279315982756,6.251050225593,5.19528886583119
6.5,1,5.46319719630368,6.53145854558273,5.09306251482973
6.6,1,5.43069211781989,6.75030485907714,5.05836811957996
6.7,1,5.34425882819952,6.92688856912483,5.0841878016576
6.8,1,5.2177442388956,7.04646112631344,5.1660231633154
6.9,1,5.04674861571404,7.12149049228784,5.31065622205115
7,1,4.83831133382219,7.16111491336534,5.46196529094219
7.1,1,4.62118098830299,7.16614149706557,5.64481021589875
